constructorStandingsId,raceId,constructorId,points,position,positionText,wins,year,round,circuitId,name
1,18,1,14.0,1,1,1,2008,1,1,Australian Grand Prix
2,18,2,8.0,3,3,0,2008,1,1,Australian Grand Prix
3,18,3,9.0,2,2,0,2008,1,1,Australian Grand Prix
4,18,4,5.0,4,4,0,2008,1,1,Australian Grand Prix
5,18,5,2.0,5,5,0,2008,1,1,Australian Grand Prix
6,18,6,1.0,6,6,0,2008,1,1,Australian Grand Prix
7,19,1,24.0,1,1,1,2008,2,2,Malaysian Grand Prix
8,19,2,19.0,2,2,0,2008,2,2,Malaysian Grand Prix
9,19,3,9.0,4,4,0,2008,2,2,Malaysian Grand Prix
10,19,4,6.0,5,5,0,2008,2,2,Malaysian Grand Prix
11,19,5,2.0,8,8,0,2008,2,2,Malaysian Grand Prix
12,19,6,11.0,3,3,1,2008,2,2,Malaysian Grand Prix
13,19,7,5.0,6,6,0,2008,2,2,Malaysian Grand Prix
14,19,9,2.0,7,7,0,2008,2,2,Malaysian Grand Prix
15,19,11,0.0,9,9,0,2008,2,2,Malaysian Grand Prix
16,19,10,0.0,10,10,0,2008,2,2,Malaysian Grand Prix
17,19,8,0.0,11,11,0,2008,2,2,Malaysian Grand Prix
18,20,1,28.0,3,3,1,2008,3,3,Bahrain Grand Prix
19,20,2,30.0,1,1,0,2008,3,3,Bahrain Grand Prix
20,20,3,10.0,4,4,0,2008,3,3,Bahrain Grand Prix
21,20,4,6.0,6,6,0,2008,3,3,Bahrain Grand Prix
22,20,5,2.0,8,8,0,2008,3,3,Bahrain Grand Prix
23,20,6,29.0,2,2,2,2008,3,3,Bahrain Grand Prix
24,20,7,8.0,5,5,0,2008,3,3,Bahrain Grand Prix
25,20,9,4.0,7,7,0,2008,3,3,Bahrain Grand Prix
26,20,11,0.0,9,9,0,2008,3,3,Bahrain Grand Prix
27,20,10,0.0,10,10,0,2008,3,3,Bahrain Grand Prix
28,20,8,0.0,11,11,0,2008,3,3,Bahrain Grand Prix
29,21,1,34.0,3,3,1,2008,4,4,Spanish Grand Prix
30,21,2,35.0,2,2,0,2008,4,4,Spanish Grand Prix
31,21,3,12.0,4,4,0,2008,4,4,Spanish Grand Prix
32,21,4,6.0,7,7,0,2008,4,4,Spanish Grand Prix
33,21,5,2.0,9,9,0,2008,4,4,Spanish Grand Prix
34,21,6,47.0,1,1,3,2008,4,4,Spanish Grand Prix
35,21,7,9.0,5,5,0,2008,4,4,Spanish Grand Prix
36,21,9,8.0,6,6,0,2008,4,4,Spanish Grand Prix
37,21,11,3.0,8,8,0,2008,4,4,Spanish Grand Prix
38,21,10,0.0,10,10,0,2008,4,4,Spanish Grand Prix
39,21,8,0.0,11,11,0,2008,4,4,Spanish Grand Prix
40,22,1,42.0,3,3,1,2008,5,5,Turkish Grand Prix
41,22,2,44.0,2,2,0,2008,5,5,Turkish Grand Prix
42,22,3,13.0,4,4,0,2008,5,5,Turkish Grand Prix
43,22,4,9.0,7,7,0,2008,5,5,Turkish Grand Prix
44,22,5,2.0,9,9,0,2008,5,5,Turkish Grand Prix
45,22,6,63.0,1,1,4,2008,5,5,Turkish Grand Prix
46,22,7,9.0,6,6,0,2008,5,5,Turkish Grand Prix
47,22,9,10.0,5,5,0,2008,5,5,Turkish Grand Prix
48,22,11,3.0,8,8,0,2008,5,5,Turkish Grand Prix
49,22,10,0.0,10,10,0,2008,5,5,Turkish Grand Prix
50,22,8,0.0,11,11,0,2008,5,5,Turkish Grand Prix
51,23,1,53.0,2,2,2,2008,6,6,Monaco Grand Prix
52,23,2,52.0,3,3,0,2008,6,6,Monaco Grand Prix
53,23,3,15.0,4,4,0,2008,6,6,Monaco Grand Prix
54,23,4,9.0,7,7,0,2008,6,6,Monaco Grand Prix
55,23,5,6.0,8,8,0,2008,6,6,Monaco Grand Prix
56,23,6,69.0,1,1,4,2008,6,6,Monaco Grand Prix
57,23,7,9.0,6,6,0,2008,6,6,Monaco Grand Prix
58,23,9,15.0,5,5,0,2008,6,6,Monaco Grand Prix
59,23,11,6.0,9,9,0,2008,6,6,Monaco Grand Prix
60,23,10,0.0,10,10,0,2008,6,6,Monaco Grand Prix
61,23,8,0.0,11,11,0,2008,6,6,Monaco Grand Prix
62,24,1,53.0,3,3,2,2008,7,7,Canadian Grand Prix
63,24,2,70.0,2,2,1,2008,7,7,Canadian Grand Prix
64,24,3,15.0,6,6,0,2008,7,7,Canadian Grand Prix
65,24,4,9.0,7,7,0,2008,7,7,Canadian Grand Prix
66,24,5,7.0,9,9,0,2008,7,7,Canadian Grand Prix
67,24,6,73.0,1,1,4,2008,7,7,Canadian Grand Prix
68,24,7,17.0,5,5,0,2008,7,7,Canadian Grand Prix
69,24,9,21.0,4,4,0,2008,7,7,Canadian Grand Prix
70,24,11,8.0,8,8,0,2008,7,7,Canadian Grand Prix
71,24,10,0.0,10,10,0,2008,7,7,Canadian Grand Prix
72,24,8,0.0,11,11,0,2008,7,7,Canadian Grand Prix
73,25,1,58.0,3,3,2,2008,8,8,French Grand Prix
74,25,2,74.0,2,2,1,2008,8,8,French Grand Prix
75,25,3,15.0,6,6,0,2008,8,8,French Grand Prix
76,25,4,12.0,7,7,0,2008,8,8,French Grand Prix
77,25,5,7.0,9,9,0,2008,8,8,French Grand Prix
78,25,6,91.0,1,1,5,2008,8,8,French Grand Prix
79,25,7,23.0,5,5,0,2008,8,8,French Grand Prix
80,25,9,24.0,4,4,0,2008,8,8,French Grand Prix
81,25,11,8.0,8,8,0,2008,8,8,French Grand Prix
82,25,10,0.0,10,10,0,2008,8,8,French Grand Prix
83,25,8,0.0,11,11,0,2008,8,8,French Grand Prix
84,26,1,72.0,3,3,3,2008,9,9,British Grand Prix
85,26,2,82.0,2,2,1,2008,9,9,British Grand Prix
86,26,3,16.0,6,6,0,2008,9,9,British Grand Prix
87,26,4,15.0,7,7,0,2008,9,9,British Grand Prix
88,26,5,7.0,9,9,0,2008,9,9,British Grand Prix
89,26,6,96.0,1,1,5,2008,9,9,British Grand Prix
90,26,7,25.0,4,4,0,2008,9,9,British Grand Prix
91,26,9,24.0,5,5,0,2008,9,9,British Grand Prix
92,26,11,14.0,8,8,0,2008,9,9,British Grand Prix
93,26,10,0.0,10,10,0,2008,9,9,British Grand Prix
94,26,8,0.0,11,11,0,2008,9,9,British Grand Prix
95,27,1,86.0,3,3,4,2008,10,10,German Grand Prix
96,27,2,89.0,2,2,1,2008,10,10,German Grand Prix
97,27,3,16.0,7,7,0,2008,10,10,German Grand Prix
98,27,4,23.0,6,6,0,2008,10,10,German Grand Prix
99,27,5,8.0,9,9,0,2008,10,10,German Grand Prix
100,27,6,105.0,1,1,5,2008,10,10,German Grand Prix
101,27,7,25.0,4,4,0,2008,10,10,German Grand Prix
102,27,9,24.0,5,5,0,2008,10,10,German Grand Prix
103,27,11,14.0,8,8,0,2008,10,10,German Grand Prix
104,27,10,0.0,10,10,0,2008,10,10,German Grand Prix
105,27,8,0.0,11,11,0,2008,10,10,German Grand Prix
106,28,1,100.0,2,2,5,2008,11,11,Hungarian Grand Prix
107,28,2,90.0,3,3,1,2008,11,11,Hungarian Grand Prix
108,28,3,16.0,7,7,0,2008,11,11,Hungarian Grand Prix
109,28,4,31.0,5,5,0,2008,11,11,Hungarian Grand Prix
110,28,5,8.0,9,9,0,2008,11,11,Hungarian Grand Prix
111,28,6,111.0,1,1,5,2008,11,11,Hungarian Grand Prix
112,28,7,35.0,4,4,0,2008,11,11,Hungarian Grand Prix
113,28,9,24.0,6,6,0,2008,11,11,Hungarian Grand Prix
114,28,11,14.0,8,8,0,2008,11,11,Hungarian Grand Prix
115,28,10,0.0,10,10,0,2008,11,11,Hungarian Grand Prix
116,28,8,0.0,11,11,0,2008,11,11,Hungarian Grand Prix
117,29,1,113.0,2,2,5,2008,12,12,European Grand Prix
118,29,2,96.0,3,3,1,2008,12,12,European Grand Prix
119,29,3,17.0,7,7,0,2008,12,12,European Grand Prix
120,29,4,31.0,5,5,0,2008,12,12,European Grand Prix
121,29,5,11.0,9,9,0,2008,12,12,European Grand Prix
122,29,6,121.0,1,1,6,2008,12,12,European Grand Prix
123,29,7,41.0,4,4,0,2008,12,12,European Grand Prix
124,29,9,24.0,6,6,0,2008,12,12,European Grand Prix
125,29,11,14.0,8,8,0,2008,12,12,European Grand Prix
126,29,10,0.0,10,10,0,2008,12,12,European Grand Prix
127,29,8,0.0,11,11,0,2008,12,12,European Grand Prix
128,30,1,119.0,2,2,5,2008,13,13,Belgian Grand Prix
129,30,2,107.0,3,3,1,2008,13,13,Belgian Grand Prix
130,30,3,17.0,7,7,0,2008,13,13,Belgian Grand Prix
131,30,4,36.0,5,5,0,2008,13,13,Belgian Grand Prix
132,30,5,17.0,8,8,0,2008,13,13,Belgian Grand Prix
133,30,6,131.0,1,1,7,2008,13,13,Belgian Grand Prix
134,30,7,41.0,4,4,0,2008,13,13,Belgian Grand Prix
135,30,9,25.0,6,6,0,2008,13,13,Belgian Grand Prix
136,30,11,14.0,9,9,0,2008,13,13,Belgian Grand Prix
137,30,10,0.0,10,10,0,2008,13,13,Belgian Grand Prix
138,30,8,0.0,11,11,0,2008,13,13,Belgian Grand Prix
139,31,1,129.0,2,2,5,2008,14,14,Italian Grand Prix
140,31,2,117.0,3,3,1,2008,14,14,Italian Grand Prix
141,31,3,17.0,8,8,0,2008,14,14,Italian Grand Prix
142,31,4,41.0,5,5,0,2008,14,14,Italian Grand Prix
143,31,5,27.0,6,6,1,2008,14,14,Italian Grand Prix
144,31,6,134.0,1,1,7,2008,14,14,Italian Grand Prix
145,31,7,41.0,4,4,0,2008,14,14,Italian Grand Prix
146,31,9,26.0,7,7,0,2008,14,14,Italian Grand Prix
147,31,11,14.0,9,9,0,2008,14,14,Italian Grand Prix
148,31,10,0.0,10,10,0,2008,14,14,Italian Grand Prix
149,31,8,0.0,11,11,0,2008,14,14,Italian Grand Prix
150,32,1,135.0,1,1,5,2008,15,15,Singapore Grand Prix
151,32,2,120.0,3,3,1,2008,15,15,Singapore Grand Prix
152,32,3,26.0,8,8,0,2008,15,15,Singapore Grand Prix
153,32,4,51.0,4,4,1,2008,15,15,Singapore Grand Prix
154,32,5,31.0,6,6,1,2008,15,15,Singapore Grand Prix
155,32,6,134.0,2,2,7,2008,15,15,Singapore Grand Prix
156,32,7,46.0,5,5,0,2008,15,15,Singapore Grand Prix
157,32,9,28.0,7,7,0,2008,15,15,Singapore Grand Prix
158,32,11,14.0,9,9,0,2008,15,15,Singapore Grand Prix
159,32,10,0.0,10,10,0,2008,15,15,Singapore Grand Prix
160,32,8,0.0,11,11,0,2008,15,15,Singapore Grand Prix
161,33,1,135.0,2,2,5,2008,16,16,Japanese Grand Prix
162,33,2,128.0,3,3,1,2008,16,16,Japanese Grand Prix
163,33,3,26.0,8,8,0,2008,16,16,Japanese Grand Prix
164,33,4,66.0,4,4,2,2008,16,16,Japanese Grand Prix
165,33,5,34.0,6,6,1,2008,16,16,Japanese Grand Prix
166,33,6,142.0,1,1,7,2008,16,16,Japanese Grand Prix
167,33,7,50.0,5,5,0,2008,16,16,Japanese Grand Prix
168,33,9,29.0,7,7,0,2008,16,16,Japanese Grand Prix
169,33,11,14.0,9,9,0,2008,16,16,Japanese Grand Prix
170,33,10,0.0,10,10,0,2008,16,16,Japanese Grand Prix
171,33,8,0.0,11,11,0,2008,16,16,Japanese Grand Prix
1643,34,8,0.0,11,11,0,2008,17,17,Chinese Grand Prix
1642,34,10,0.0,10,10,0,2008,17,17,Chinese Grand Prix
1641,34,11,14.0,9,9,0,2008,17,17,Chinese Grand Prix
1640,34,9,29.0,7,7,0,2008,17,17,Chinese Grand Prix
1639,34,7,52.0,5,5,0,2008,17,17,Chinese Grand Prix
1638,34,6,156.0,1,1,7,2008,17,17,Chinese Grand Prix
1637,34,5,34.0,6,6,1,2008,17,17,Chinese Grand Prix
1636,34,4,72.0,4,4,2,2008,17,17,Chinese Grand Prix
1635,34,3,26.0,8,8,0,2008,17,17,Chinese Grand Prix
1634,34,2,135.0,3,3,1,2008,17,17,Chinese Grand Prix
1633,34,1,145.0,2,2,6,2008,17,17,Chinese Grand Prix
183,35,1,151.0,2,2,6,2008,18,18,Brazilian Grand Prix
184,35,2,135.0,3,3,1,2008,18,18,Brazilian Grand Prix
185,35,3,26.0,8,8,0,2008,18,18,Brazilian Grand Prix
186,35,4,80.0,4,4,2,2008,18,18,Brazilian Grand Prix
187,35,5,39.0,6,6,1,2008,18,18,Brazilian Grand Prix
188,35,6,172.0,1,1,8,2008,18,18,Brazilian Grand Prix
189,35,7,56.0,5,5,0,2008,18,18,Brazilian Grand Prix
190,35,9,29.0,7,7,0,2008,18,18,Brazilian Grand Prix
191,35,11,14.0,9,9,0,2008,18,18,Brazilian Grand Prix
192,35,10,0.0,10,10,0,2008,18,18,Brazilian Grand Prix
193,35,8,0.0,11,11,0,2008,18,18,Brazilian Grand Prix
25742,36,5,0.0,9,9,0,2007,1,1,Australian Grand Prix
25741,36,9,0.0,8,8,0,2007,1,1,Australian Grand Prix
25740,36,8,0.0,7,7,0,2007,1,1,Australian Grand Prix
25739,36,11,0.0,6,6,0,2007,1,1,Australian Grand Prix
25738,36,7,1.0,5,5,0,2007,1,1,Australian Grand Prix
25737,36,3,2.0,4,4,0,2007,1,1,Australian Grand Prix
25736,36,4,4.0,3,3,0,2007,1,1,Australian Grand Prix
25735,36,2,5.0,2,2,0,2007,1,1,Australian Grand Prix
25753,37,5,0.0,9,9,0,2007,2,2,Malaysian Grand Prix
25752,37,9,0.0,6,6,0,2007,2,2,Malaysian Grand Prix
25751,37,8,0.0,8,8,0,2007,2,2,Malaysian Grand Prix
25750,37,11,0.0,7,7,0,2007,2,2,Malaysian Grand Prix
25749,37,7,3.0,4,4,0,2007,2,2,Malaysian Grand Prix
25748,37,3,2.0,5,5,0,2007,2,2,Malaysian Grand Prix
25747,37,4,8.0,3,3,0,2007,2,2,Malaysian Grand Prix
25746,37,2,10.0,2,2,0,2007,2,2,Malaysian Grand Prix
25764,38,5,0.0,9,9,0,2007,3,3,Bahrain Grand Prix
25763,38,9,0.0,6,6,0,2007,3,3,Bahrain Grand Prix
25762,38,8,0.0,8,8,0,2007,3,3,Bahrain Grand Prix
25761,38,11,0.0,7,7,0,2007,3,3,Bahrain Grand Prix
25760,38,7,5.0,4,4,0,2007,3,3,Bahrain Grand Prix
25759,38,3,2.0,5,5,0,2007,3,3,Bahrain Grand Prix
25758,38,4,9.0,3,3,0,2007,3,3,Bahrain Grand Prix
25757,38,2,18.0,2,2,0,2007,3,3,Bahrain Grand Prix
25756,38,1,44.0,11,E,1,2007,3,3,Bahrain Grand Prix
25755,38,6,39.0,1,1,2,2007,3,3,Bahrain Grand Prix
25775,39,5,0.0,10,10,0,2007,4,4,Spanish Grand Prix
25774,39,9,4.0,6,6,0,2007,4,4,Spanish Grand Prix
25773,39,8,1.0,7,7,0,2007,4,4,Spanish Grand Prix
25772,39,11,0.0,8,8,0,2007,4,4,Spanish Grand Prix
25771,39,7,5.0,5,5,0,2007,4,4,Spanish Grand Prix
25770,39,3,5.0,4,4,0,2007,4,4,Spanish Grand Prix
25769,39,4,11.0,3,3,0,2007,4,4,Spanish Grand Prix
25768,39,2,23.0,2,2,0,2007,4,4,Spanish Grand Prix
25767,39,1,58.0,11,E,1,2007,4,4,Spanish Grand Prix
25786,40,5,0.0,8,8,0,2007,5,6,Monaco Grand Prix
25785,40,9,4.0,6,6,0,2007,5,6,Monaco Grand Prix
25784,40,8,1.0,7,7,0,2007,5,6,Monaco Grand Prix
25783,40,11,0.0,9,9,0,2007,5,6,Monaco Grand Prix
25782,40,7,5.0,5,5,0,2007,5,6,Monaco Grand Prix
25781,40,3,7.0,4,4,0,2007,5,6,Monaco Grand Prix
25780,40,4,16.0,3,3,0,2007,5,6,Monaco Grand Prix
25779,40,2,30.0,2,2,0,2007,5,6,Monaco Grand Prix
25778,40,1,76.0,11,E,2,2007,5,6,Monaco Grand Prix
25797,41,5,0.0,8,8,0,2007,6,7,Canadian Grand Prix
25796,41,9,4.0,6,6,0,2007,6,7,Canadian Grand Prix
25795,41,8,4.0,7,7,0,2007,6,7,Canadian Grand Prix
25794,41,11,0.0,9,9,0,2007,6,7,Canadian Grand Prix
25793,41,7,6.0,5,5,0,2007,6,7,Canadian Grand Prix
25792,41,3,13.0,4,4,0,2007,6,7,Canadian Grand Prix
25791,41,4,21.0,3,3,0,2007,6,7,Canadian Grand Prix
25790,41,2,38.0,2,2,0,2007,6,7,Canadian Grand Prix
25789,41,1,88.0,11,E,3,2007,6,7,Canadian Grand Prix
25808,42,5,0.0,8,8,0,2007,7,19,United States Grand Prix
25807,42,9,6.0,6,6,0,2007,7,19,United States Grand Prix
25806,42,8,4.0,7,7,0,2007,7,19,United States Grand Prix
25805,42,11,0.0,9,9,0,2007,7,19,United States Grand Prix
25804,42,7,9.0,5,5,0,2007,7,19,United States Grand Prix
25803,42,3,13.0,4,4,0,2007,7,19,United States Grand Prix
25802,42,4,25.0,3,3,0,2007,7,19,United States Grand Prix
25801,42,2,39.0,2,2,0,2007,7,19,United States Grand Prix
25800,42,1,106.0,11,E,4,2007,7,19,United States Grand Prix
25819,43,5,0.0,9,9,0,2007,8,8,French Grand Prix
25818,43,9,6.0,6,6,0,2007,8,8,French Grand Prix
25817,43,8,4.0,7,7,0,2007,8,8,French Grand Prix
25816,43,11,1.0,8,8,0,2007,8,8,French Grand Prix
25815,43,7,9.0,5,5,0,2007,8,8,French Grand Prix
25814,43,3,13.0,4,4,0,2007,8,8,French Grand Prix
25813,43,4,28.0,3,3,0,2007,8,8,French Grand Prix
25812,43,2,48.0,2,2,0,2007,8,8,French Grand Prix
25811,43,1,114.0,11,E,4,2007,8,8,French Grand Prix
25830,44,5,0.0,9,9,0,2007,9,9,British Grand Prix
25829,44,9,6.0,6,6,0,2007,9,9,British Grand Prix
25828,44,8,4.0,7,7,0,2007,9,9,British Grand Prix
25827,44,11,1.0,8,8,0,2007,9,9,British Grand Prix
25826,44,7,9.0,5,5,0,2007,9,9,British Grand Prix
25825,44,3,13.0,4,4,0,2007,9,9,British Grand Prix
25824,44,4,31.0,3,3,0,2007,9,9,British Grand Prix
25823,44,2,56.0,2,2,0,2007,9,9,British Grand Prix
25822,44,1,128.0,11,E,5,2007,9,9,British Grand Prix
25841,45,5,0.0,9,9,0,2007,10,20,European Grand Prix
25840,45,9,16.0,5,5,0,2007,10,20,European Grand Prix
25839,45,8,4.0,7,7,0,2007,10,20,European Grand Prix
25838,45,11,1.0,8,8,0,2007,10,20,European Grand Prix
25837,45,7,9.0,6,6,0,2007,10,20,European Grand Prix
25836,45,3,18.0,4,4,0,2007,10,20,European Grand Prix
25835,45,4,32.0,3,3,0,2007,10,20,European Grand Prix
25834,45,2,61.0,2,2,0,2007,10,20,European Grand Prix
25833,45,1,138.0,11,E,5,2007,10,20,European Grand Prix
25852,46,5,0.0,9,9,0,2007,11,11,Hungarian Grand Prix
25851,46,9,16.0,5,5,0,2007,11,11,Hungarian Grand Prix
25850,46,8,4.0,7,7,0,2007,11,11,Hungarian Grand Prix
25849,46,11,1.0,8,8,0,2007,11,11,Hungarian Grand Prix
25848,46,7,12.0,6,6,0,2007,11,11,Hungarian Grand Prix
25847,46,3,20.0,4,4,0,2007,11,11,Hungarian Grand Prix
25846,46,4,33.0,3,3,0,2007,11,11,Hungarian Grand Prix
25845,46,2,71.0,2,2,0,2007,11,11,Hungarian Grand Prix
25844,46,1,138.0,11,E,6,2007,11,11,Hungarian Grand Prix
25863,47,5,0.0,9,9,0,2007,12,5,Turkish Grand Prix
25862,47,9,16.0,5,5,0,2007,12,5,Turkish Grand Prix
25861,47,8,4.0,7,7,0,2007,12,5,Turkish Grand Prix
25860,47,11,1.0,8,8,0,2007,12,5,Turkish Grand Prix
25859,47,7,12.0,6,6,0,2007,12,5,Turkish Grand Prix
25858,47,3,22.0,4,4,0,2007,12,5,Turkish Grand Prix
25857,47,4,36.0,3,3,0,2007,12,5,Turkish Grand Prix
25856,47,2,77.0,2,2,0,2007,12,5,Turkish Grand Prix
25855,47,1,148.0,11,E,6,2007,12,5,Turkish Grand Prix
25874,48,5,0.0,9,9,0,2007,13,14,Italian Grand Prix
25873,48,9,16.0,5,5,0,2007,13,14,Italian Grand Prix
25872,48,8,4.0,7,7,0,2007,13,14,Italian Grand Prix
25871,48,11,2.0,8,8,0,2007,13,14,Italian Grand Prix
25870,48,7,12.0,6,6,0,2007,13,14,Italian Grand Prix
25869,48,3,25.0,4,4,0,2007,13,14,Italian Grand Prix
25868,48,4,38.0,3,3,0,2007,13,14,Italian Grand Prix
25867,48,2,86.0,2,2,0,2007,13,14,Italian Grand Prix
25866,48,1,166.0,11,E,7,2007,13,14,Italian Grand Prix
25885,49,5,0.0,9,9,0,2007,14,13,Belgian Grand Prix
25884,49,9,18.0,5,5,0,2007,14,13,Belgian Grand Prix
25883,49,8,4.0,7,7,0,2007,14,13,Belgian Grand Prix
25882,49,11,2.0,8,8,0,2007,14,13,Belgian Grand Prix
25881,49,7,12.0,6,6,0,2007,14,13,Belgian Grand Prix
25880,49,3,28.0,4,4,0,2007,14,13,Belgian Grand Prix
25879,49,4,39.0,3,3,0,2007,14,13,Belgian Grand Prix
25878,49,2,90.0,2,2,0,2007,14,13,Belgian Grand Prix
25877,49,1,192.0,11,E,7,2007,14,13,Belgian Grand Prix
25896,50,5,0.0,10,10,0,2007,15,16,Japanese Grand Prix
25895,50,9,23.0,5,5,0,2007,15,16,Japanese Grand Prix
25894,50,8,4.0,7,7,0,2007,15,16,Japanese Grand Prix
25893,50,11,2.0,8,8,0,2007,15,16,Japanese Grand Prix
25892,50,7,12.0,6,6,0,2007,15,16,Japanese Grand Prix
25891,50,3,28.0,4,4,0,2007,15,16,Japanese Grand Prix
25890,50,4,51.0,3,3,0,2007,15,16,Japanese Grand Prix
25889,50,2,92.0,2,2,0,2007,15,16,Japanese Grand Prix
25888,50,1,202.0,11,E,8,2007,15,16,Japanese Grand Prix
25907,51,5,8.0,7,7,0,2007,16,17,Chinese Grand Prix
25906,51,9,24.0,5,5,0,2007,16,17,Chinese Grand Prix
25905,51,8,4.0,9,9,0,2007,16,17,Chinese Grand Prix
25904,51,11,6.0,8,8,0,2007,16,17,Chinese Grand Prix
25903,51,7,12.0,6,6,0,2007,16,17,Chinese Grand Prix
25902,51,3,28.0,4,4,0,2007,16,17,Chinese Grand Prix
25901,51,4,51.0,3,3,0,2007,16,17,Chinese Grand Prix
25900,51,2,94.0,2,2,0,2007,16,17,Chinese Grand Prix
25899,51,1,210.0,11,E,8,2007,16,17,Chinese Grand Prix
25918,52,5,8.0,7,7,0,2007,17,18,Brazilian Grand Prix
25917,52,9,24.0,5,5,0,2007,17,18,Brazilian Grand Prix
25916,52,8,4.0,9,9,0,2007,17,18,Brazilian Grand Prix
25915,52,11,6.0,8,8,0,2007,17,18,Brazilian Grand Prix
25914,52,7,13.0,6,6,0,2007,17,18,Brazilian Grand Prix
25913,52,3,33.0,4,4,0,2007,17,18,Brazilian Grand Prix
25912,52,4,51.0,3,3,0,2007,17,18,Brazilian Grand Prix
25911,52,2,101.0,2,2,0,2007,17,18,Brazilian Grand Prix
25910,52,1,218.0,11,E,8,2007,17,18,Brazilian Grand Prix
6327,53,8,0.0,11,11,0,2006,1,3,Bahrain Grand Prix
6326,53,13,0.0,10,10,0,2006,1,3,Bahrain Grand Prix
6325,53,7,0.0,9,9,0,2006,1,3,Bahrain Grand Prix
6324,53,2,0.0,8,8,0,2006,1,3,Bahrain Grand Prix
6323,53,5,0.0,7,7,0,2006,1,3,Bahrain Grand Prix
6322,53,9,1.0,6,6,0,2006,1,3,Bahrain Grand Prix
6321,53,3,5.0,5,5,0,2006,1,3,Bahrain Grand Prix
6320,53,11,5.0,4,4,0,2006,1,3,Bahrain Grand Prix
6319,53,1,10.0,2,2,0,2006,1,3,Bahrain Grand Prix
6318,53,6,8.0,3,3,0,2006,1,3,Bahrain Grand Prix
6317,53,4,10.0,1,1,1,2006,1,3,Bahrain Grand Prix
6338,54,8,0.0,11,11,0,2006,2,2,Malaysian Grand Prix
6337,54,13,0.0,10,10,0,2006,2,2,Malaysian Grand Prix
6336,54,7,1.0,7,7,0,2006,2,2,Malaysian Grand Prix
6335,54,2,2.0,6,6,0,2006,2,2,Malaysian Grand Prix
6334,54,5,0.0,9,9,0,2006,2,2,Malaysian Grand Prix
6333,54,9,1.0,8,8,0,2006,2,2,Malaysian Grand Prix
6332,54,3,5.0,5,5,0,2006,2,2,Malaysian Grand Prix
6331,54,11,11.0,4,4,0,2006,2,2,Malaysian Grand Prix
6330,54,1,15.0,3,3,0,2006,2,2,Malaysian Grand Prix
6329,54,6,15.0,2,2,0,2006,2,2,Malaysian Grand Prix
6328,54,4,28.0,1,1,2,2006,2,2,Malaysian Grand Prix
6349,55,8,0.0,11,11,0,2006,3,1,Australian Grand Prix
6348,55,13,0.0,10,10,0,2006,3,1,Australian Grand Prix
6347,55,7,7.0,6,6,0,2006,3,1,Australian Grand Prix
6346,55,2,10.0,5,5,0,2006,3,1,Australian Grand Prix
6345,55,5,0.0,9,9,0,2006,3,1,Australian Grand Prix
6344,55,9,2.0,8,8,0,2006,3,1,Australian Grand Prix
6343,55,3,5.0,7,7,0,2006,3,1,Australian Grand Prix
6342,55,11,13.0,4,4,0,2006,3,1,Australian Grand Prix
6341,55,1,23.0,2,2,0,2006,3,1,Australian Grand Prix
6340,55,6,15.0,3,3,0,2006,3,1,Australian Grand Prix
6339,55,4,42.0,1,1,3,2006,3,1,Australian Grand Prix
6360,56,8,0.0,11,11,0,2006,4,21,San Marino Grand Prix
6359,56,13,0.0,10,10,0,2006,4,21,San Marino Grand Prix
6358,56,7,7.0,7,7,0,2006,4,21,San Marino Grand Prix
6357,56,2,10.0,5,5,0,2006,4,21,San Marino Grand Prix
6356,56,5,0.0,9,9,0,2006,4,21,San Marino Grand Prix
6355,56,9,2.0,8,8,0,2006,4,21,San Marino Grand Prix
6354,56,3,8.0,6,6,0,2006,4,21,San Marino Grand Prix
6353,56,11,15.0,4,4,0,2006,4,21,San Marino Grand Prix
6352,56,1,33.0,2,2,0,2006,4,21,San Marino Grand Prix
6351,56,6,30.0,3,3,1,2006,4,21,San Marino Grand Prix
6350,56,4,51.0,1,1,3,2006,4,21,San Marino Grand Prix
6371,57,8,0.0,11,11,0,2006,5,20,European Grand Prix
6370,57,13,0.0,10,10,0,2006,5,20,European Grand Prix
6369,57,7,7.0,7,7,0,2006,5,20,European Grand Prix
6368,57,2,11.0,5,5,0,2006,5,20,European Grand Prix
6367,57,5,0.0,9,9,0,2006,5,20,European Grand Prix
6366,57,9,2.0,8,8,0,2006,5,20,European Grand Prix
6365,57,3,10.0,6,6,0,2006,5,20,European Grand Prix
6364,57,11,19.0,4,4,0,2006,5,20,European Grand Prix
6363,57,1,38.0,3,3,0,2006,5,20,European Grand Prix
6362,57,6,46.0,2,2,2,2006,5,20,European Grand Prix
6361,57,4,62.0,1,1,3,2006,5,20,European Grand Prix
6382,58,8,0.0,11,11,0,2006,6,4,Spanish Grand Prix
6381,58,13,0.0,10,10,0,2006,6,4,Spanish Grand Prix
6380,58,7,7.0,7,7,0,2006,6,4,Spanish Grand Prix
6379,58,2,12.0,5,5,0,2006,6,4,Spanish Grand Prix
6378,58,5,0.0,9,9,0,2006,6,4,Spanish Grand Prix
6377,58,9,2.0,8,8,0,2006,6,4,Spanish Grand Prix
6376,58,3,10.0,6,6,0,2006,6,4,Spanish Grand Prix
6375,58,11,24.0,4,4,0,2006,6,4,Spanish Grand Prix
6374,58,1,42.0,3,3,0,2006,6,4,Spanish Grand Prix
